Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
7846741822,CYJ8003,NY,PAS,02/14/2017 12:00:00 AM,14,4DSD,HYUND,T,73650,17530,66730,20180614,94,94,94,355301,T301,C,0342P,,K,O,6,Roebling St,,0,408,J3,,YYYYYYY,,,SILVE,,2004,,0,A,,,,
7846741767,N97HCX,NJ,PAS,02/14/2017 12:00:00 AM,20,SUBN,ME/BE,T,65830,0,0,88888888,90,90,90,355301,T301,C,1235P,,K,I,W,N 1st St,10ft S/of Wythe Ave,0,408,D1,,YYYYYY,0700A,0700P,BLACK,,0,,0,A,,,,
7846741720,FSX9766,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,JEEP,T,19530,0,0,20180106,90,90,90,355301,T301,C,1211P,,K,I,E,Berry St,10ft S/of S 10th St,0,408,D1,,Y,1130A,0100P,WH,,2013,,0,A,,,,
7846741706,T95HHK,NJ,PAS,02/14/2017 12:00:00 AM,21,PICK,FORD,T,84330,18630,54830,88888888,90,90,90,355301,T301,C,1205P,,K,O,143,Taylor St,,0,408,D1,,Y,1130A,0100P,RED,,0,,0,A,,,,
7846741676,FD01,NY,PAS,02/14/2017 12:00:00 AM,70,SUBN,TOYOT,T,93630,18630,54830,88888888,90,90,90,355301,T301,C,1201P,,K,F,160,Wilson St,,0,408,D1,,,,,GREY,,0,,0,A,,,,
7846741652,U30DRN,NJ,PAS,02/14/2017 12:00:00 AM,21,SUBN,DODGE,T,49430,58730,47430,88888888,90,90,90,355301,T301,C,1153A,,K,F,256,Hewes St,,0,408,J2,,Y,1100A,1230A,RED,,0,,0,A,,,,
8039052300,AC112J,NY,PAS,02/14/2017 12:00:00 AM,19,4DSD,HONDA,T,42730,12930,67030,20170606,79,79,79,363934,T301,I,0632P,,K,F,1281,Fulton St,,0,408,C3,,YYYYYYY,,,GY,,2016,,0,S,,,,
8039052233,XY0578,IN,PAS,02/14/2017 12:00:00 AM,20,4DSD,TOYOT,T,80330,12130,86030,20170488,77,77,77,363934,T301,I,0514P,,K,F,1228,St Johns Pl,,0,408,J3,,YYYYYYY,,,OTHER,,0,,0,S,,,,
8039052221,36885MG,NY,COM,02/14/2017 12:00:00 AM,70,VAN,FORD,T,80330,67030,64830,20170211,77,77,77,363934,T301,I,0501P,,K,F,901,St Johns Pl,,0,408,E2,,YYYYYYY,,,WH,,2005,,0,S,,,,
8039052210,T704367C,NY,OMT,02/14/2017 12:00:00 AM,40,4DSD,HYUND,T,73690,80430,72730,20170531,77,77,77,363934,T301,I,0421P,,K,O,46,Rogers Ave,,0,408,E2,,YYYYYYY,,,BK,,2016,,7,S,,,,
8039052178,51675MG,NY,COM,02/14/2017 12:00:00 AM,40,DELV,NS/OT,T,38430,26730,41930,20181031,77,77,77,363934,T301,I,0338P,,K,F,225,Eastern Pky,,0,408,C,,YYYYYYY,,,WHITE,,2006,,0,S,,,,
8039052129,32460ME,NY,COM,02/14/2017 12:00:00 AM,40,VAN,FORD,T,68930,23330,54070,20180430,77,77,77,363934,T301,I,0308P,,K,F,1435,Pacific St,,0,408,A1,,YYYYYYY,,,WH,,2002,,7,S,,,,
8039052087,E72DNL,NJ,PAS,02/14/2017 12:00:00 AM,68,SUBN,NISSA,T,42730,12930,67030,88888888,79,79,79,363934,T301,I,0219P,,K,F,1248,Fulton St,,0,408,J6,,,,,OTHER,,0,,0,S,,,,
8039052075,FDC4662,NY,PAS,02/14/2017 12:00:00 AM,71,4DSD,TOYOT,T,42730,18630,12930,20180727,79,79,79,363934,T301,I,0216P,,K,F,1239,Fulton St,,0,408,E2,,YYYYYYY,,,GR,,2005,,0,S,,,,
8039052002,67954N,VA,PAS,02/14/2017 12:00:00 AM,46,VAN,FORD,T,54110,85330,83330,20170288,79,79,79,363934,T301,I,0135P,,K,F,363,Kosciusko St,,0,408,D1,,,,,OTHER,,0,,0,S,,,,
8039051990,FZV8982,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,MAZDA,T,61730,26730,41930,20190126,79,79,79,358578,T301,X,0949A,,K,O,1,Monroe St,,0,408,D1,,Y  Y,0900A,1030A,GY,,2006,,0,10,,,,
8039051988,DGB4346,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,ME/BE,T,61730,26730,41930,20170615,79,79,79,358578,T301,X,0947A,,K,O,60,Monroe St,,0,408,D1,,Y  Y,0900A,1030A,BR,,1977,,0,10,,,,
8039051976,DWF5225,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,VOLKS,T,61730,26730,41930,20181225,79,79,79,358578,T301,X,0944A,,K,F,58,Monroe St,,0,408,D,,Y  Y,0900A,1030A,BL,,2011,,0,10,,,,
8039051927,GXL9026,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,TOYOT,T,89330,41330,69230,20170401,79,79,79,358578,T301,X,0911A,,K,O,12,Walworth St,,0,408,D1,,Y  Y,0830A,1000A,GY,,2015,,0,10,,,,
8039051915,FDY9327,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,HONDA,T,89330,41330,69230,20180811,79,79,79,358578,T301,X,0910A,,K,F,19,Walworth St,,0,408,D1,,Y  Y,0830A,1000A,GY,,2015,,0,10,,,,
8039051903,ERM2409,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,TOYOT,T,89330,41330,69230,20180917,79,79,79,358578,T301,X,0906A,,K,O,64,Walworth St,,0,408,D1,,Y  Y,0830A,1000A,GL,,2011,,0,10,,,,
8039051897,CRL1049,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,TOYOT,T,89330,41330,69230,20170928,79,79,79,358578,T301,X,0905A,,K,O,64,Walworth St,,0,408,D1,,Y  Y,0830A,1000A,TN,,2003,,0,10,,,,
8039051885,KNG2395,PA,PAS,02/14/2017 12:00:00 AM,21,SUBN,FORD,T,58730,72830,31530,20171088,79,79,79,358578,T301,X,0852A,,K,F,647,Marcy Ave,,0,408,D1,,Y  Y,0800A,0930A,RED,,0,,0,10,,,,
8039051850,A72COF,NJ,PAS,02/14/2017 12:00:00 AM,21,SUBN,ACURA,T,85730,47630,72830,88888888,79,79,79,358578,T301,X,0843A,,K,F,175,Tompkins Ave,,0,408,D1,,Y  Y,0800A,0930A,BLACK,,0,,0,10,,,,
8039051848,K86GVV,NJ,PAS,02/14/2017 12:00:00 AM,21,4DSD,AUDI,T,85730,88130,93230,88888888,79,79,79,358578,T301,X,0840A,,K,F,139,Tompkins Ave,,0,408,D1,,Y  Y,0800A,0930A,GREY,,0,,0,10,,,,
8039051836,FXB3598,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,CHRYS,T,85730,41230,82030,20180228,79,79,79,358578,T301,X,0837A,,K,F,77,Tompkins Ave,,0,408,D1,,Y  Y,0800A,0930A,BK,,2010,,0,10,,,,
8039051800,13AV114,AL,PAS,02/14/2017 12:00:00 AM,21,4DSD,MAZDA,T,85730,0,0,20170788,79,79,79,358578,T301,X,0831A,,K,I,N,Tompkins Ave,20ft E/of Ellery St,0,408,D,,Y  Y,0800A,0930A,BLACK,,0,,0,10,,,,
8039051794,FWM2355,NY,PAS,02/14/2017 12:00:00 AM,20,SUBN,HONDA,T,63030,58730,85730,20180326,79,79,79,358578,T301,X,0819A,,K,O,854,Myrtle Ave,,0,408,D1,,YYYYY,0700A,0600P,GR,,2001,,0,10,,,,
7864367100,CDX7416,NY,PAS,02/14/2017 12:00:00 AM,38,SUBN,HONDA,T,48030,78430,11390,20180312,90,90,90,364880,T301,E,0528P,,K,F,209,Havemeyer St,,0,408,I4,,YYYYYY,0830A,0700P,BR,,2014,,0,14,,,,
7864367045,EMP5865,NY,PAS,02/14/2017 12:00:00 AM,38,SUBN,SUBAR,T,48030,45130,78130,20170410,90,90,90,364880,T301,E,0358P,,K,F,120,Havemeyer St,,0,408,I4,,YYYYYY,0800A,0700P,GY,,2009,,0,14,,,,
7864367021,FWY6680,NY,PAS,02/14/2017 12:00:00 AM,38,SUBN,TOYOT,T,48030,78130,78230,20180416,90,90,90,364880,T301,E,0342P,,K,O,138,Havemeyer St,,0,408,C3,,YYYYYY,0830A,0700P,WHITE,,2005,,0,14,,,,
7864366971,AT641P,NJ,PAS,02/14/2017 12:00:00 AM,38,DELV,KENWO,T,54830,73830,73570,88888888,90,90,90,364880,T301,E,0207P,,K,F,67,Lee Ave,,0,408,J3,,YYYYYYY,,,WHITE,,0,,0,14,,,,
8039052312,GYJ4734,NY,PAS,02/14/2017 12:00:00 AM,14,SUBN,NS/OT,T,26730,72930,42730,20170618,79,79,79,363934,T301,I,0639P,,K,O,549,Classon Ave,,0,408,C3,,YYYYYYY,,,OTHER,,2009,,0,S,,,,
8039052294,HHS2421,NY,PAS,02/14/2017 12:00:00 AM,19,4DSD,ACURA,T,42730,67030,88230,20180822,79,79,79,363934,T301,I,0629P,,K,F,1294,Fulton St,,0,408,J6,,YYYYYYY,,,BK,,2004,,0,S,,,,
8039052269,GMW6979,NY,PAS,02/14/2017 12:00:00 AM,71,4DSD,CHRYS,T,67030,80430,72730,20180217,77,77,77,363934,T301,I,0544P,,K,F,663,Nostrand Ave,,0,408,D,,YYYYYYY,,,BK,,2014,,0,S,,,,
8039052208,GGS4363,NY,PAS,02/14/2017 12:00:00 AM,40,SUBN,GMC,T,38430,73690,67030,20170421,77,77,77,363934,T301,I,0415P,,K,F,511,Eastern Pky,,0,408,E2,,YYYYYYY,,,GR,,2001,,7,S,,,,
8039052166,HJK3480,NY,PAS,02/14/2017 12:00:00 AM,14,SUBN,NISSA,T,38430,41930,18630,20180719,77,77,77,363934,T301,I,0333P,,K,O,341,Eastern Pky,,0,408,C,,YYYYYYY,,,WH,,2016,,0,S,,,,
8039052142,HLA7513,NY,PAS,02/14/2017 12:00:00 AM,14,SUBN,NISSA,T,38430,73690,67030,20181208,77,77,77,363934,T301,I,0324P,,K,O,531,Eastern Pky,,0,408,D,,YYYYYYY,,,WH,,2007,,0,S,,,,
8039052130,HGZ6154,NY,PAS,02/14/2017 12:00:00 AM,20,SUBN,TOYOT,T,68930,67030,64830,20180612,77,77,77,363934,T301,I,0312P,,K,F,1339,Pacific St,,0,408,E2,,YYYYYYY,,,WH,,2009,,0,S,,,,
8039052099,GWV4515,NY,PAS,02/14/2017 12:00:00 AM,68,SUBN,KIA,T,42730,12930,67030,20170317,79,79,79,363934,T301,I,0224P,,K,F,1258,Fulton St,,0,408,A1,,,,,GY,,2007,,0,S,,,,
8039052051,HDV1477,NY,PAS,02/14/2017 12:00:00 AM,40,4DSD,VOLKS,T,45030,43330,72930,20171118,79,79,79,363934,T301,I,0201P,,K,F,367,Grand Ave,,0,408,E2,,YYYYYYY,,,GY,,2015,,5,S,,,,
8039052040,GWT5206,NY,PAS,02/14/2017 12:00:00 AM,40,4DSD,TOYOT,T,55730,41930,18630,20170215,79,79,79,363934,T301,I,0156P,,K,O,147,Lexington Ave,,0,408,J3,,YYYYYYY,,,BL,,2016,,7,S,,,,
8039052026,HMF2949,NY,PAS,02/14/2017 12:00:00 AM,70,SUBN,CHRYS,T,54110,85330,83330,20161224,79,79,79,363934,T301,I,0140P,,K,F,358,Kosciusko St,,0,408,J3,,YYYYYYY,,,BLACK,,2017,,0,S,,,,
8039052014,GVA8798,NY,PAS,02/14/2017 12:00:00 AM,70,SUBN,VOLVO,T,54110,85330,83330,20170202,79,79,79,363934,T301,I,0138P,,K,F,358,Kosciusko St,,0,408,F1,,YYYYYYY,,,LTG,,2001,,0,S,,,,
8039051964,GVJ7070,NY,PAS,02/14/2017 12:00:00 AM,20,SUBN,CHRYS,T,79730,41330,69230,20181231,79,79,79,358578,T301,X,0923A,,K,O,48,Spencer St,,0,408,D1,,YYYYY,0800A,0600P,BL,,2015,,0,10,,,,
8039051952,JPR000,NY,SRF,02/14/2017 12:00:00 AM,21,SUBN,TOYOT,T,89330,41330,69230,20170919,79,79,79,358578,T301,X,0916A,,K,O,8,Walworth St,,0,408,D1,,Y  Y,0830A,1000A,BLACK,,2014,,0,10,,,,
8039051940,GYM7197,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,HONDA,T,89330,41330,69230,20170510,79,79,79,358578,T301,X,0913A,,K,O,8,Walworth St,,0,408,D1,,Y  Y,0830A,1000A,BK,,2015,,0,10,,,,
8039051873,GSP8138,OH,PAS,02/14/2017 12:00:00 AM,21,4DSD,AUDI,T,58730,72830,31530,20160888,79,79,79,358578,T301,X,0850A,,K,F,653,Marcy Ave,,0,408,D1,,Y  Y,0800A,0930A,BLACK,,0,,0,10,,,,
8039051824,HBU3612,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,SUZUK,T,85730,69230,41230,20171103,79,79,79,358578,T301,X,0835A,,K,F,65,Tompkins Ave,,0,408,D1,,Y  Y,0800A,0930A,BL,,2005,,0,10,,,,
8039051812,GGF6806,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,MAZDA,T,85730,69230,41230,20170716,79,79,79,358578,T301,X,0835A,,K,F,65,Tompkins Ave,,0,408,D1,,Y  Y,0800A,0930A,GY,,2003,,0,10,,,,
8039051782,HFW6591,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,TOYOT,T,63030,58730,85730,20180420,79,79,79,358578,T301,X,0817A,,K,F,838,Myrtle Ave,,0,408,J3,,Y  Y,0800A,0930A,GY,,2016,,0,10,,,,
8039051770,HNR1058,NY,PAS,02/14/2017 12:00:00 AM,70,4DSD,HONDA,T,0,0,0,20170212,79,79,79,358578,T301,X,0814A,,K,I,N,Myrtle Ave,120ft E/of Marcy Ave,0,408,D1,,YYYYYYY,,,BLACK,,2017,,0,10,,,,
8039051769,HNR1058,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,HONDA,T,0,0,0,20170212,79,79,79,358578,T301,X,0812A,,K,I,N,Myrtle Ave,120ft E/of Marcy Ave,0,408,D1,,Y  Y,0800A,0930A,BLACK,,2017,,0,10,,,,
8039051757,GWE6511,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,TOYOT,T,63030,67030,58730,20190202,79,79,79,358578,T301,X,0808A,,K,F,756,Myrtle Ave,,0,408,D,,Y  Y,0800A,0930A,BLACK,,2015,,0,10,,,,
7864367082,HHB4858,NY,OMS,02/14/2017 12:00:00 AM,38,SUBN,DODGE,T,48030,11390,23230,20170930,90,90,90,364880,T301,E,0425P,,K,F,219,Havemeyer St,,0,408,J3,,YYYYYY,0830A,0700P,GREY,,2011,,0,14,,,,
7864367070,GVK1592,NY,PAS,02/14/2017 12:00:00 AM,70,SUBN,TOYOT,T,48030,78130,78230,20170203,90,90,90,364880,T301,E,0413P,,K,O,132,Havemeyer St,,0,408,I4,,YYYYYYY,,,GR,,2013,,0,14,,,,
7864367057,HNP1111,NY,PAS,02/14/2017 12:00:00 AM,38,4DSD,BMW,T,45130,48030,58730,20181230,90,90,90,364880,T301,E,0402P,,K,F,327,Grand St,,0,408,I4,,YYYYYY,0900A,0700P,GY,,2016,,0,14,,,,
7864367008,HGZ2098,NY,PAS,02/14/2017 12:00:00 AM,19,4DSD,HYUND,T,33030,54830,73650,20180720,90,90,90,364880,T301,E,0236P,,K,O,169,Division Ave,,0,408,E5,,YYYYYYY,,,GY,,2016,,0,14,,,,
7864366983,GVH5965,NY,PAS,02/14/2017 12:00:00 AM,50,SUBN,CHRYS,T,0,0,0,20181125,90,90,90,364880,T301,E,0227P,,K,I,N,Wilson St,0ft E/of Lee Ave,0,408,I4,,,,,BL,,2015,,0,14,,,,
7864366960,HSH4160,NY,999,02/14/2017 12:00:00 AM,70,SUBN,TOYOT,T,73830,18630,54830,88888888,90,90,90,364880,T301,E,0201P,,K,F,172,Ross St,,0,408,D,,,,,GREY,,0,,0,14,,,,
7862040430,HFY8242,NY,PAS,02/14/2017 12:00:00 AM,19,4DSD,HONDA,T,67530,14130,14180,20180405,70,70,70,361268,T802,A,1020P,,K,O,1670,Ocean Ave,,0,408,E2,,YYYYYYY,,,BK,,2016,,0,I,,,,
7862040399,HAJ2215,NY,PAS,02/14/2017 12:00:00 AM,40,4DSD,CHEVR,T,53980,40230,44430,20170805,70,70,70,361268,T802,A,0930P,,K,F,36,Kenilworth Pl,,0,408,C,,YYYYYYY,,,GY,,2005,,2,I,,,,
7862040351,GUV2210,NY,PAS,02/14/2017 12:00:00 AM,38,4DSD,NISSA,T,40930,36130,50050,20180716,70,70,70,361268,T802,A,0908P,,K,F,1540,Flatbush Ave,,0,408,I4,,YYYYYY,0900A,1000P,GR,,0,,0,I,,,,
7862040302,HFK4981,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,JEEP,T,56430,73350,12830,20180304,75,75,75,345440,T301,X,1159A,,K,F,159,Linwood St,,0,408,D1,,Y  Y,1100A,1230A,WH,,2015,,0,Cond,,,,
7862040296,HEB2169,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,HONDA,T,56430,52730,73350,20180114,75,75,75,345440,T301,X,1156A,,K,O,112,Linwood St,,0,408,D1,,Y  Y,1100A,1230A,GY,,2012,,0,Cond,,,,
7862040272,GXD5164,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,HONDA,T,39230,52730,73350,20170301,75,75,75,345440,T301,X,1152A,,K,F,1,Elton St,,0,408,D1,,Y  Y,1100A,1230A,GY,,2015,,0,Cond,,,,
7862040247,GNB2937,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,HONDA,T,39230,42730,13430,20170625,75,75,75,345440,T301,X,1142A,,K,F,151,Elton St,,0,408,D1,,Y  Y,1100A,1230A,GY,,2002,,0,Cond,,,,
7862040211,GNK7391,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,CHEVR,T,39230,42730,13430,20180310,75,75,75,345440,T301,X,1134A,,K,F,191,Elton St,,0,408,D1,,Y  Y,1100A,1230A,BLACK,,2011,,0,Cond,,,,
7862040200,JRT1288,PA,PAS,02/14/2017 12:00:00 AM,21,4DSD,ME/BE,T,39230,42730,13430,20171188,75,75,75,345440,T301,X,1131A,,K,F,211,Elton St,,0,408,A1,,Y  Y,1100A,1230A,WHITE,,0,,0,Cond,,,,
7862040170,GWY7368,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,DODGE,T,13130,18950,55830,20170315,75,75,75,345440,T301,X,0933A,,K,F,220,Ashford St,,0,408,D1,,Y  Y,0900A,1030A,BK,,2007,,0,Cond,,,,
7862040144,HFF6333,NY,PAS,02/14/2017 12:00:00 AM,71,PICK,CHEVR,T,39230,55830,44330,20180630,75,75,75,345440,T301,X,0923A,,K,F,303,Elton St,,0,408,D1,,YYYYYYY,,,BL,,2006,,0,Cond,,,,
7862040132,HFF6333,NY,PAS,02/14/2017 12:00:00 AM,21,PICK,CHEVR,T,39230,55830,44330,20180630,75,75,75,345440,T301,X,0922A,,K,F,303,Elton St,,0,408,D1,,Y  Y,0800A,0930A,BL,,2006,,0,Cond,,,,
7862040107,HDE5964,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,PONTI,T,70930,40404,40404,20180316,75,75,75,345440,T301,X,0904A,,K,F,248,Pitkin Ave,,0,408,J6,,Y  Y,0800A,0930A,RD,,2001,,0,Cond,,,,
7862040090,HFD2386,NY,PAS,02/14/2017 12:00:00 AM,71,4DSD,BMW,T,70930,13330,62030,20180101,75,75,75,345440,T301,X,0856A,,K,F,2532,Pitkin Ave,,0,408,D1,,YYYYYYY,,,GY,,2007,,0,Cond,,,,
7862040089,HFD2386,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,BMW,T,70930,13330,62030,20180101,75,75,75,345440,T301,X,0856A,,K,F,2532,Pitkin Ave,,0,408,D1,,Y  Y,0800A,0930A,GY,,2007,,0,Cond,,,,
7862040077,HLC7680,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,ROVER,T,70930,13330,62030,20190119,75,75,75,345440,T301,X,0854A,,K,F,2532,Pitkin Ave,,0,408,D1,,Y  Y,0800A,0930A,WH,,2008,,0,Cond,,,,
7862040065,JPD9883,PA,PAS,02/14/2017 12:00:00 AM,21,4DSD,NISSA,T,13330,70930,18830,20170688,75,75,75,345440,T301,X,0850A,,K,F,203,Atkins Ave,,0,408,J6,,Y  Y,0800A,0930A,GREY,,0,,0,Cond,,,,
7862040053,HDU2936,NY,PAS,02/14/2017 12:00:00 AM,71,SUBN,TOYOT,T,13330,44330,70930,20180129,75,75,75,345440,T301,X,0845A,,K,F,161,Atkins Ave,,0,408,D1,,YYYYYYY,,,BK,,2016,,0,Cond,,,,
7862040041,HDU2936,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,TOYOT,T,13330,44330,70930,20180129,75,75,75,345440,T301,X,0844A,,K,F,161,Atkins Ave,,0,408,I4,,Y  Y,0800A,0930A,BK,,2016,,0,Cond,,,,
7846742000,HKR8230,NY,PAS,02/14/2017 12:00:00 AM,40,4DSD,ME/BE,T,23530,13430,54054,20181006,77,77,77,345428,T802,B,1046P,,K,F,72,Buffalo Ave,,0,408,E2,,YYYYYYY,,,BK,,2008,,5,Q,,,,
7846741998,GED8769,NY,PAS,02/14/2017 12:00:00 AM,40,4DSD,TOYOT,T,31830,41930,18630,20170415,77,77,77,345428,T802,B,1024P,,K,F,1055,Dean St,,0,408,K6,,YYYYYYY,,,RED,,2004,,0,Q,,,,
7846741974,HLR1738,NY,PAS,02/14/2017 12:00:00 AM,75,4DSD,HONDA,T,0,40404,40404,20181023,84,84,84,345428,T802,B,0953P,,K,F,404,Flatbush Ave Exten,,0,408,I4,,,,,RED,,2002,,0,Q,,,,
7846741950,GJY8823,NY,PAS,02/14/2017 12:00:00 AM,38,4DSD,NISSA,T,0,40404,40404,20180404,84,84,84,345428,T802,B,0950P,,K,F,404,Flatbush Ave Exten,,0,408,I4,,YYYYY,0700P,1000P,WHITE,,2011,,0,Q,,,,
7846741949,GXG2164,NY,PAS,02/14/2017 12:00:00 AM,38,SUBN,PONTI,T,0,40404,40404,20170312,84,84,84,345428,T802,B,0948P,,K,F,404,Flatbush Ave Exten,,0,408,F1,,YYYYY,0700P,1000P,BLUE,,2001,,0,Q,,,,
7846741913,GFD8835,NY,PAS,02/14/2017 12:00:00 AM,38,SUBN,TOYOT,T,42730,40040,38760,20170221,84,84,84,345428,T802,B,0921P,,K,F,7,Old Fulton St,,0,408,A1,,YYYYYY,1000A,1000P,BK,,2013,,0,Q,,,,
7846741810,GHS9670,NY,PAS,02/14/2017 12:00:00 AM,70,4DSD,FORD,T,60440,20230,62630,20161030,90,90,90,355301,T301,C,0250P,,K,F,329,Meserole St,,0,408,D,,YYYYYYY,,,SILVE,,2003,,0,A,,,,
7846741809,GHS9670,NY,PAS,02/14/2017 12:00:00 AM,20,4DSD,FORD,T,60440,20230,62630,20161030,90,90,90,355301,T301,C,0248P,,K,F,329,Meserole St,,0,408,J6,,YYYYY,0700A,0600P,SILVE,,2003,,0,A,,,,
7846741792,GHJ1350,NY,PAS,02/14/2017 12:00:00 AM,71,SUBN,ROVER,T,66630,0,0,20170606,90,90,90,355301,T301,C,1257P,,K,I,E,N 10th St,10ft S/of Kent Ave,0,408,E2,,YYYYYYY,,,BK,,2016,,0,A,,,,
7846741780,GHJ1350,NY,PAS,02/14/2017 12:00:00 AM,40,SUBN,ROVER,T,66630,0,0,20170606,90,90,90,355301,T301,C,1256P,,K,I,E,N 10th St,10ft S/of Kent Ave,0,408,D,,YYYYYYY,,,BK,,2016,,0,A,,,,
7846741755,HNF1656,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,TOYOT,T,19530,78730,78830,20190104,90,90,90,355301,T301,C,1219P,,K,F,403,Berry St,,0,408,D1,,Y,1130A,0100P,GY,,2017,,0,A,,,,
7846741743,GST1914,NY,PAS,02/14/2017 12:00:00 AM,21,4DSD,HONDA,T,78730,19530,18630,20180810,90,90,90,355301,T301,C,1217P,,K,O,106,S 8th St,,0,408,D1,,Y,1130A,0100P,WHITE,,2008,,0,A,,,,
7846741718,GXV7042,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,MAZDA,T,78930,19530,18630,20170610,90,90,90,355301,T301,C,1210P,,K,F,84,S 10th St,,0,408,D1,,Y,1130A,0100P,GY,,2008,,0,A,,,,
7846741690,GZR5628,NY,PAS,02/14/2017 12:00:00 AM,21,SUBN,FORD,T,93630,18630,54830,20170930,90,90,90,355301,T301,C,1203P,,K,F,144,Wilson St,,0,408,J3,,Y,1130A,0100P,WH,,2011,,0,A,,,,
7846741627,HEG7432,NY,PAS,02/14/2017 12:00:00 AM,74,SUBN,BMW,T,24245,42330,95130,20180428,84,84,84,355301,T301,C,1110A,,K,O,70,Washington St,,0,408,I3,,,,,BK,,2016,,0,A,,,,
7862040922,48191MG,NY,COM,02/15/2017 12:00:00 AM,38,DELV,FORD,T,54100,81930,81030,88888888,83,83,83,346173,T301,D,0210P,,K,F,365,Knickerbocker Ave,,0,408,E9,,YYYYYYY,0900A,0700P,WHITE,,0,,0,11,,,,
7862040909,CZ4460,NY,PAS,02/15/2017 12:00:00 AM,48,4DSD,FORD,T,54100,47630,31530,88888888,83,83,83,346173,T301,D,0202P,,K,F,332,Knickerbocker Ave,,0,408,E5,,,,,BLACK,,0,,0,11,,,,
7862040880,515890MG,NY,COM,02/15/2017 12:00:00 AM,50,DELV,INTER,T,54100,31530,81930,88888888,83,83,83,346173,T301,D,0109P,,K,F,360,Knickerbocker Ave,,0,408,E2,,,,,BLACK,,0,,0,11,,,,
7862040879,71292MD,NY,COM,02/15/2017 12:00:00 AM,40,DELV,NS/OT,T,81930,93530,54100,20170930,83,83,83,346173,T301,D,0106P,,K,F,199,Stockholm St,,0,408,I4,,YYYYYYY,,,WHITE,,2013,,2,11,,,,
7862040867,68532ME,NY,COM,02/15/2017 12:00:00 AM,38,VAN,DODGE,T,54100,81930,81030,20180630,83,83,83,346173,T301,D,0104P,,K,O,370,Knickerbocker Ave,,0,408,I3,,YYYYYYY,,,YW,,2014,,0,11,,,,
7862040855,T616714C,NY,OMT,02/15/2017 12:00:00 AM,37,SUBN,FORD,T,54100,81030,50130,20171031,83,83,83,346173,T301,D,1257P,1218P,K,O,398,Knickerbocker Ave,,0,408,I4,,YYYYYYY,,,BK,,2012,000-0000,0,11,,,,
7862040843,ZJP0169,PA,PAS,02/15/2017 12:00:00 AM,38,DELV,CHEVR,T,54100,50130,47330,20170088,83,83,83,346173,T301,D,1252P,,K,F,415,Knickerbocker Ave,,0,408,A1,,YYYYYYY,0900A,0700P,WHITE,,0,,0,11,,,,
7862040818,16062TC,NY,COM,02/15/2017 12:00:00 AM,14,DELV,KENWO,T,52235,40404,40404,88888888,83,83,83,346173,T301,D,1239P,,K,O,223,Irving St,,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,11,,,,
7862040790,AG79178,AR,PAS,02/15/2017 12:00:00 AM,14,VAN,FORD,T,54100,45930,63030,20170088,83,83,83,346173,T301,D,1231P,,K,F,459,Knickerbocker Ave,,0,408,I4,,YYYYYYY,,,WHITE,,0,,0,11,,,,
7862040788,41616JV,NY,COM,02/15/2017 12:00:00 AM,38,FLAT,MACK,T,54100,47330,45930,88888888,83,83,83,346173,T301,D,1222P,,K,O,435,Knickerbocker Ave,,0,408,I4,,YYYYYYY,0900A,0700P,BLUE,,0,,0,11,,,,
